,population,individual,species,x.1,y.1,x.2,y.2,x.3,y.3,x.4,y.4,x.5,y.5,x.6,y.6,x.7,y.7,x.8,y.8,x.9,y.9,x.10,y.10,x.11,y.11,x.12,y.12,x.13,y.13,x.14,y.14,x.15,y.15,x.16,y.16,x.17,y.17,x.18,y.18,x.19,y.19
364,CPSE2014,33,B,7.05888386,2.284586095,6.602479455,2.564069691,6.187100165,2.648683991,5.128139383,2.884578403,4.510198587,2.894834682,3.612774195,2.810220382,2.361508186,2.361508186,1.946128896,2.24099691,1.733311111,2.089716799,1.928180408,1.99741029,2.225612492,1.979461802,3.282009205,1.725618902,4.705067884,1.648696812,5.087114268,1.623056115,5.940949475,1.725618902,6.712734452,1.876899014,6.592223177,2.299970513,6.161459468,2.317919001,5.043525083,2.24099691
365,CPSE2014,34,B,7.068749581,2.458471418,6.64354226,2.721326853,6.24410508,2.891409781,5.102487849,3.06149271,4.499466558,2.994490344,3.494431073,2.865639641,2.133767646,2.484241559,1.785870747,2.499703643,1.590017678,2.422393221,1.760100607,2.270349392,2.133767646,2.19303897,3.172304314,1.852873113,4.669549486,1.682790185,5.120526948,1.734330466,5.988980688,1.930183535,6.79558609,2.133767646,6.635811218,2.569283023,6.210603897,2.59247615,5.161759173,2.396623081
366,CPSE2014,35,B,7.358152601,2.662336826,6.832386181,2.969033904,6.414865788,3.095320937,5.443228824,3.275730983,4.925194263,3.21387611,4.141699205,3.146866664,2.909756318,2.747387276,2.492235925,2.654604966,2.304094019,2.533472507,2.525740648,2.440690197,2.85821059,2.440690197,3.811806549,2.167497842,5.077254159,2.03347895,5.494774552,2.100488396,6.226723882,2.193270705,6.984446077,2.304094019,6.865890903,2.755119135,6.371051919,2.806664863,5.461269829,2.755119135
367,CPSE2014,36,B,7.169138857,2.748682709,6.694785964,3.012781887,6.271714465,3.164061999,5.271727286,3.392264202,4.620453584,3.392264202,3.664055589,3.258932578,2.225612492,2.758938988,1.810233202,2.630735503,1.666645299,2.453814695,1.894847502,2.41022551,2.292278304,2.446122486,3.266624787,2.41022551,4.579428469,2.225612492,5.271727286,2.215356213,5.81531006,2.251253189,6.805040961,2.394841092,6.720426661,2.833297009,6.246073768,2.876886194,5.23070217,2.792271894
368,CPSE2014,37,B,7.032503859,2.368951354,6.550509427,2.563800167,6.153120401,2.725319578,5.094270932,2.979135794,4.612276501,2.935551191,3.781605247,2.858637186,2.471503361,2.597129569,2.207431944,2.630458972,1.961307128,2.589438169,2.14077314,2.445865359,2.494577563,2.276654548,3.450875025,1.927977726,4.678935305,1.658778708,5.086579532,1.666470109,5.906995585,1.84337232,6.635114833,1.971562329,6.558200828,2.402280757,6.117227199,2.394589356,5.035303528,2.325366752
369,CPSE2014,38,B,7.025262742,2.546016753,6.540673451,2.784465452,6.117619308,2.902407819,5.14587676,3.053681725,4.561292853,2.994710541,3.917737763,2.894715926,2.758825807,2.487045569,2.410126634,2.479353676,2.207573438,2.369103202,2.410126634,2.240904977,2.792157345,2.199881545,3.72287646,1.961432846,4.797177588,1.876822017,5.171516406,1.887077875,5.915066112,1.997328349,6.712459073,2.181933793,6.540673451,2.622935688,6.076595876,2.656267227,5.186900193,2.546016753
370,CPSE2014,39,B,6.746067358,2.266637607,6.287098883,2.564069691,5.830694478,2.774323406,4.807630671,3.046114793,4.120459994,3.012781887,3.148677581,2.869193985,1.971769593,2.394841092,1.530749606,2.251253189,1.343572518,2.123049704,1.582031,2.038435405,1.961513314,2.071768311,2.928167588,1.91279599,4.274304176,1.82818169,4.771733696,1.802540993,5.476852861,1.835873899,6.348636556,1.920488199,6.297355162,2.376892604,5.797361572,2.420481789,4.764041487,2.461506904
371,CPSE2014,4,B,2.427773731,1.523815427,2.748033245,1.937053509,3.016637998,2.319298735,3.336897512,3.35239394,3.388552272,3.941258207,3.285242752,4.705748658,2.820349909,6.017779568,2.665385629,6.37936289,2.489759444,6.544658123,2.46909754,6.338039082,2.5207523,5.924801,2.489759444,4.984684364,2.293471355,3.889603446,2.221154691,3.35239394,2.210823738,2.887501098,2.159168978,1.947384461,2.634392772,1.999039221,2.634392772,2.44327016,2.830680861,3.4040487
372,CPSE2014,40,B,6.956321073,2.556377482,6.533249574,2.766631197,6.110178075,2.953808285,4.943526365,3.164061999,4.264047897,3.174318278,3.282009205,3.079447699,1.843566108,2.6563762,1.420494609,2.689709106,1.184600197,2.6563762,1.369213215,2.487147601,2.046127614,2.310226792,2.8256048,2.046127614,4.451224984,1.876899014,4.974295201,1.928180408,5.874283663,2.038435405,6.661453058,2.148690401,6.517865156,2.57945411,6.084537378,2.623043294,4.933270086,2.605094806
373,CPSE2014,5,B,2.594791955,0.88715219,2.779401659,1.256371599,2.943499174,1.676871481,3.169133257,2.753761423,3.179389352,3.440919767,3.138364973,4.230639057,3.0870845,5.44085823,3.210157636,5.656236218,3.220413731,5.871614207,3.005035742,5.779309355,2.810169943,5.563931366,2.225572546,4.620370655,2.020450653,3.328102725,1.979426274,2.794785801,2.040962842,1.994810416,2.235828641,1.164066747,2.625560239,1.317908167,2.635816334,1.738408049,2.58453586,2.805041896
374,CPSE2014,6,B,1.963763398,1.100741062,2.191146528,1.56584292,2.335844883,1.927588809,2.728597563,3.033497669,2.707926369,3.632962285,2.676919579,4.563166,2.232488915,5.948135975,2.087790559,6.351224251,1.974098994,6.568271785,1.881078623,6.351224251,1.92242101,5.917129185,1.674366686,5.038603454,1.488325943,3.674304673,1.446983556,3.09551125,1.508997137,2.268663504,1.633024299,1.410808967,2.005105785,1.59684971,2.067119366,2.030944777,2.098126156,3.157524831
375,CPSE2014,7,B,2.467191601,0.435695538,2.792650919,0.897637795,3.01312336,1.32808399,3.286089239,2.524934383,3.265091864,3.207349081,3.202099738,4.204724409,3.002624672,5.569553806,3.05511811,6.104986877,2.939632546,6.262467192,2.761154856,6.094488189,2.687664042,5.706036745,2.236220472,4.74015748,2.015748031,3.081364829,1.984251969,2.545931759,2.047244094,1.632545932,2.141732283,0.782152231,2.656167979,0.929133858,2.729658793,1.422572178,2.729658793,2.619422572
376,CPSE2014,8,B,2.377260982,1.452196382,2.625322997,1.813953488,2.77002584,2.175710594,3.080103359,3.291989664,3.069767442,3.736434109,3.018087855,4.542635659,2.894056848,5.669250646,2.966408269,6.041343669,2.956072351,6.258397933,2.780361757,6.144702842,2.594315245,5.741602067,2.180878553,4.904392765,1.963824289,3.829457364,1.932816537,3.343669251,1.974160207,2.57881137,2.067183463,1.803617571,2.449612403,1.834625323,2.50129199,2.299741602,2.480620155,3.271317829
377,CPSE2014,9,B,2,0.569230769,2.276923077,0.958974359,2.430769231,1.338461538,2.707692308,2.538461538,2.748717949,3.246153846,2.676923077,4.138461538,2.512820513,5.615384615,2.543589744,6.087179487,2.461538462,6.302564103,2.297435897,6.138461538,2.102564103,5.615384615,1.712820513,4.753846154,1.456410256,3.174358974,1.476923077,2.476923077,1.558974359,1.707692308,1.692307692,0.876923077,2.133333333,1.01025641,2.174358974,1.471794872,2.205128205,2.58974359
378,FTGC,1,B,6.757644876,2.456153916,6.247342173,2.719037126,5.80920349,2.945838327,4.767979794,3.193257819,4.170049355,3.177794101,3.335008569,3.188103246,2.046365382,3.012847773,1.695854435,3.110784655,1.505135243,3.090166364,1.608226698,2.883983454,2.010283373,2.662336826,2.922642749,2.213888996,4.231904228,2.023169805,4.757670649,2.007706086,5.56693857,2.023169805,6.329815337,2.100488396,6.242187601,2.590172807,5.778276053,2.590172807,4.767979794,2.610791098
379,FTGC,10,B,7.148637017,2.785752205,6.566231838,3.069223752,6.117831391,3.192920427,5.12825799,3.337233215,4.525236699,3.29600099,3.741824423,3.234152652,2.272926406,2.976451245,1.95853069,3.048607639,1.752369564,2.976451245,1.896682352,2.780598177,2.278080434,2.636285389,3.324348144,2.229117167,4.726243796,2.095112435,5.102487849,2.100266463,5.947748463,2.208501054,6.793009076,2.424970235,6.56107781,2.863062627,6.086907222,2.893986795,5.092179793,2.765136092
380,FTGC,11,B,6.885506773,2.685347642,6.416272238,2.919964909,6.028643708,3.078076546,5.079973886,3.287191937,4.46792884,3.287191937,3.662069528,3.271890811,2.453280561,2.981169414,1.973845275,2.833258528,1.800432512,2.726150645,1.9687449,2.624143137,2.381875306,2.608842011,3.269340623,2.292618737,4.636241227,2.103904847,5.079973886,2.139607475,5.778725314,2.211012731,6.497878244,2.313020238,6.431573364,2.746552146,6.043944834,2.756752897,4.99836788,2.715949894
381,FTGC,12,B,7.554542162,2.507128611,6.962829204,2.889701644,6.519044486,3.083538648,5.514152652,3.328385389,4.825521192,3.348789284,3.856336175,3.348789284,2.397457675,3.001923067,1.974076851,2.920307487,1.790441795,2.797884116,2.04038951,2.680561719,2.428063517,2.61424906,3.448258273,2.236777001,4.953045536,2.022536102,5.544758494,2.022536102,6.233389954,2.063343892,7.115858417,2.150060447,6.973031152,2.700965614,6.519044486,2.716268536,5.401931229,2.726470483
382,FTGC,13,B,7.388190175,2.560999995,6.849841828,2.904517512,6.398654642,3.099348342,5.506534524,3.2993063,4.916914905,3.304433427,4.055557549,3.22752652,2.814792787,2.801974969,2.394368364,2.643034029,2.266190186,2.499474469,2.440512508,2.422567563,2.80966566,2.453330325,3.865853846,2.237990987,4.911787778,2.140575571,5.460390379,2.099558554,6.290984972,2.166211207,7.008782769,2.227736732,6.860096082,2.704559554,6.388400388,2.745576571,5.403991981,2.699432427
383,FTGC,14,B,6.673384268,2.624966518,6.234614354,2.854555427,5.836660247,3.012716675,4.836673002,3.232101631,4.23974184,3.232101631,3.4489356,3.211693728,2.290787107,2.941289014,1.841813242,2.936187038,1.693855946,2.849453451,1.836711266,2.681088251,2.224461423,2.573946761,3.061185444,2.211706483,4.341781355,2.017831405,4.816265099,2.033137332,5.607071338,2.124972896,6.341755845,2.257624265,6.224410403,2.681088251,5.867272101,2.70659813,4.821367074,2.655578373
384,FTGC,2,B,7.101678486,2.83403908,6.525177287,3.053415642,6.091525943,3.216672619,5.030355594,3.395234937,4.418141932,3.344217132,3.499821438,3.237079741,2.265190552,2.890158665,1.86214989,2.890158665,1.729503597,2.828937299,1.851946329,2.660578542,2.224376307,2.512626907,3.295750217,2.124891587,4.627314933,2.068772001,5.035457375,2.084077343,5.856844039,2.211621856,6.719044947,2.400387735,6.499668384,2.905464007,6.086424162,2.941176471,5.020152033,2.777919494
385,FTGC,3,B,7.311283269,2.361042037,6.762680667,2.684051046,6.332001989,2.848119113,5.378356346,3.109602596,4.804118109,3.114729723,3.932506499,3.058331325,2.768648643,2.740449444,2.373859855,2.755830825,2.199537533,2.668669664,2.343097092,2.525110105,2.717377372,2.432821817,3.599243236,2.0893043,4.875897888,1.904727724,5.373229218,1.884219215,6.137171159,1.935490487,6.911367354,1.986761758,6.788316303,2.453330325,6.321747735,2.458457453,5.301449439,2.484093088
386,FTGC,4,B,6.855708755,2.241877975,6.325207482,2.558138349,5.886523737,2.716268536,4.902035799,2.905004565,4.320524788,2.874398723,3.494167036,2.80298509,2.173014829,2.496926663,1.611907713,2.451017899,1.463979474,2.364301345,1.596604792,2.216373106,2.122005091,2.160262394,3.075887187,1.849102994,4.432746211,1.716477676,4.845925087,1.721578649,5.692686734,1.787891308,6.452731827,1.895011758,6.330308456,2.34389745,5.850816921,2.379604266,4.845925087,2.318392581
387,FTGC,5,B,6.866541171,2.359417007,6.320686858,2.742025171,5.887064273,2.889966994,4.759645552,3.094024681,4.167878259,3.048111701,3.295531647,3.012401606,1.974258123,2.706315075,1.484519674,2.665503538,1.270259102,2.614489116,1.42840381,2.451242966,1.938548028,2.282895375,2.892517715,1.910490096,4.285211429,1.762548272,4.723935457,1.798258368,5.514658994,1.895185769,6.432918586,1.99211317,6.341092627,2.492054504,5.841151293,2.481851619,4.652515266,2.405329987
388,FTGC,6,B,6.717156438,2.658660773,6.189013604,2.863764787,5.758295175,2.961189193,4.789178712,3.022720397,4.209759874,2.90991319,3.445747425,2.720191977,2.286909749,2.397153156,1.810042918,2.392025556,1.630576906,2.325366752,1.784404916,2.176666342,2.276654548,1.99720033,3.184239808,1.730565113,4.563564298,1.792096317,5.030175928,1.869010322,5.712146772,2.043348733,6.455648821,2.284345949,6.204396405,2.638150372,5.758295175,2.622767571,4.830199515,2.392025556
389,FTGC,7,B,7.341836735,2.645408163,6.806122449,2.910714286,6.357142857,3.073979592,5.321428571,3.24744898,4.62755102,3.24744898,3.719387755,3.155612245,2.423469388,2.778061224,1.974489796,2.793367347,1.765306122,2.742346939,1.892857143,2.558673469,2.403061224,2.400510204,3.397959184,2.130102041,4.790816327,1.966836735,5.336734694,1.977040816,6.035714286,2.068877551,7.005102041,2.211734694,6.806122449,2.727040816,6.357142857,2.762755102,5.31122449,2.727040816
390,FTGC,8,B,6.968694993,2.584911641,6.484185134,2.770468609,6.071836318,2.899327614,4.937877074,3.05911278,4.34512565,3.017877898,3.515273658,2.950871216,2.340079532,2.80654913,1.994737398,2.945716856,1.762791189,2.919945055,1.881341474,2.724079367,2.231837968,2.492133158,3.149314084,1.940616616,4.551300059,1.760214009,4.953340154,1.801448891,5.86050755,1.950925337,6.649124661,2.151945384,6.484185134,2.610683442,6.051218877,2.615837803,4.999729396,2.440589556
391,FTGC,9,B,7.336641114,2.818841596,6.811137613,3.033124577,6.402979554,3.130062117,5.295850818,3.308631267,4.704021632,3.267815462,3.821379829,3.170877922,2.724455045,2.951492966,2.214257471,3.043328529,1.974464611,3.01781865,2.086708078,2.844351475,2.658129361,2.533130955,3.489751406,2.130074871,4.938712516,1.971913624,5.295850818,2.002525478,6.015229398,2.135176847,7.03052257,2.385173658,6.846851443,2.818841596,6.402979554,2.834147524,5.387686382,2.640272446
392,GC,1,B,7.162371134,2.768041237,6.567010309,2.969072165,6.110824742,3.077319588,4.974226804,3.270618557,4.301546392,3.347938144,3.18814433,3.417525773,1.912371134,3.239690722,1.317010309,3.193298969,1.131443299,3.108247423,1.286082474,2.976804124,1.680412371,2.914948454,2.461340206,2.404639175,4.347938144,1.894329897,5.020618557,1.909793814,5.932989691,1.971649485,6.288659794,2.010309278,6.574742268,2.806701031,6.12628866,2.829896907,4.858247423,2.628865979
393,GC,10,B,7.484536082,2.719072165,6.881443299,2.989690722,6.417525773,3.113402062,5.350515464,3.360824742,4.546391753,3.322164948,3.510309278,3.268041237,2.010309278,2.780927835,1.515463918,2.757731959,1.345360825,2.62628866,1.546391753,2.456185567,2.06443299,2.471649485,3.100515464,2.139175258,4.608247423,1.961340206,5.273195876,1.953608247,6.146907216,2.015463918,7.074742268,2.24742268,6.865979381,2.81185567,6.378865979,2.850515464,5.149484536,2.657216495
394,GC,11,B,7.184615385,3.097435897,6.728205128,3.307692308,6.253846154,3.435897436,5.230769231,3.646153846,4.553846154,3.638461538,3.571794872,3.520512821,2.479487179,2.994871795,2.030769231,2.817948718,1.869230769,2.630769231,2.107692308,2.623076923,2.461538462,2.664102564,3.428205128,2.487179487,4.646153846,2.420512821,5.256410256,2.41025641,6.017948718,2.479487179,6.805128205,2.58974359,6.728205128,3.156410256,6.264102564,3.182051282,5.205128205,3.112820513
395,GC,12,B,6.799633866,2.543452788,6.276585107,2.7665177,5.776612029,2.951123145,4.692055043,3.174188057,4.107471136,3.189571844,2.8460006,3.081885334,1.83836255,2.774209594,1.023021837,2.497301427,0.861492074,2.389614918,1.069173198,2.266544622,1.161475921,2.30500409,2.322951841,2.028095923,4.215157645,1.751187757,4.753590191,1.781955331,5.53816333,1.858874266,6.461190551,2.066555391,6.284277,2.543452788,5.761228242,2.58960415,4.599752321,2.497301427
396,GC,13,B,6.170194314,2.851706177,5.843702015,2.969039347,5.466195293,3.030256654,4.634660218,3.106778286,4.160226096,3.127184055,3.328691021,3.101676844,2.354315565,2.872111946,2.012518939,2.841503293,1.869678558,2.770083102,2.017620381,2.69356147,2.114547783,2.678257143,2.9511843,2.351764844,4.226544844,2.040576871,4.655065987,2.076286966,5.287644817,2.239533116,5.869209225,2.41298215,5.864107783,2.81089464,5.471296736,2.836401851,4.655065987,2.611938395
397,GC,14,B,7.119629357,2.788070562,6.655809855,3.105013889,6.253832953,3.205508114,5.148396473,3.47606949,4.475858195,3.46060884,3.432264315,3.38330559,2.110378734,3.120474539,1.685210857,3.089553239,1.507413382,2.973598363,1.692941183,2.842182838,2.133569709,2.788070562,2.922062863,2.370633011,4.676846646,2.107801959,5.217969398,2.15418391,5.929159301,2.26240846,6.80268603,2.432475611,6.64807953,2.911755763,6.222911653,2.911755763,5.140666148,2.826722188
398,GC,15,B,6.80403603,3.175216814,6.371051919,3.283462842,5.961263386,3.306658419,5.025708432,3.21387611,4.438087138,3.221607969,3.703560521,3.275730983,2.613368384,3.322122138,2.358217033,3.422636306,2.149456837,3.407172588,2.234507287,3.244803546,2.450999343,3.105630082,3.262844551,2.518008789,4.523137588,2.185538846,5.103027023,2.208734424,6.046313836,2.355639747,6.672594425,2.796355717,6.378783779,3.105630082,5.953531527,3.051507068,4.987049136,2.765428281
399,GC,16,B,6.987155776,2.951492966,6.390224614,2.974451856,5.908087907,3.035675565,4.813714111,3.119858165,4.178518131,3.096899274,3.122409153,3.028022602,2.280583156,2.936187038,1.262738996,2.806086657,1.086720833,2.714251094,1.232127141,2.530579967,1.515286795,2.507621076,2.594354664,2.079055114,4.270353694,1.749977679,4.859631892,1.749977679,5.61727529,1.834160279,6.489713141,2.094361041,6.428489433,2.775474803,5.915740871,2.752515912,4.821367074,2.438744404
400,GC,17,B,6.889175258,2.943298969,6.456185567,3.020618557,6.007731959,3.074742268,5.010309278,3.144329897,4.422680412,3.152061856,3.579896907,3.113402062,2.505154639,2.865979381,1.932989691,2.796391753,1.739690722,2.680412371,1.925257732,2.595360825,2.265463918,2.56443299,3.139175258,2.208762887,4.631443299,2.06185567,5.056701031,2.100515464,5.798969072,2.18556701,6.579896907,2.425257732,6.448453608,2.850515464,6.015463918,2.858247423,5.033505155,2.587628866
401,GC,18,B,6.974619289,2.38071066,6.464467005,2.647208122,6.007614213,2.791878173,4.941624365,3.065989848,4.180203046,3.14213198,3.098984772,3.14213198,1.705583756,2.959390863,1.073604061,2.936548223,0.860406091,2.852791878,1.058375635,2.708121827,1.469543147,2.631979695,2.322335025,2.144670051,4.294416244,1.695431472,5.010152284,1.695431472,5.763959391,1.80964467,6.403553299,1.901015228,6.449238579,2.449238579,6.007614213,2.456852792,4.895939086,2.426395939
402,GC,19,B,6.802773144,2.515010994,6.297730368,2.88231483,5.853904899,3.035358096,4.958601797,3.310835973,4.315820082,3.34909679,3.481734286,3.387357606,2.196170858,3.188401361,1.805910531,3.241966504,1.606954286,3.142488381,1.759997551,3.004749443,2.058431919,2.9511843,3.060865307,2.499706667,4.346428735,2.17831581,4.92034098,2.147707157,5.509557552,2.117098504,6.343643348,2.147707157,6.297730368,2.675706422,5.830948409,2.721619402,4.767297715,2.805793198
403,GC,2,B,6.976923077,3.097435897,6.523076923,3.335897436,6.123076923,3.38974359,5.1,3.482051282,4.538461538,3.458974359,3.530769231,3.428205128,2.330769231,3.028205128,1.984615385,2.843589744,1.853846154,2.68974359,2,2.635897436,2.384615385,2.728205128,3.1,2.497435897,4.707692308,2.228205128,5.184615385,2.28974359,5.938461538,2.482051282,6.746153846,2.720512821,6.530769231,3.166666667,6.130769231,3.166666667,5.238461538,2.951282051
404,GC,20,B,7.414547151,2.981797377,6.88107087,3.190548965,6.455836153,3.252401288,5.396615132,3.368374392,4.778091907,3.337448231,3.966280176,3.360642852,2.81428067,3.221475126,2.404509034,3.252401288,2.157099745,3.213743586,2.311730551,3.043649699,2.729233727,2.950871216,3.649287023,2.463784177,5.017769657,2.100401782,5.520319777,2.169985645,6.247084565,2.262764129,7.105285539,2.533368039,6.88107087,3.020455078,6.424909992,3.035918159,5.396615132,2.80397195
405,GC,21,B,7.24576369,3.104961015,6.584260847,3.197263737,6.091979663,3.281874566,5.045882145,3.220339418,4.42283877,3.189571844,3.530579123,3.151112376,2.084503142,2.858820422,1.646065212,2.87420421,1.415308406,2.774209594,1.661448999,2.643447404,1.976816633,2.597296043,3.245979063,2.105014858,4.630519895,1.905025627,5.130492973,1.943485094,6.076595876,2.081939178,6.85347712,2.428074386,6.615028422,3.02804208,6.122747237,2.989582612,4.884352381,2.697290659
406,GC,22,B,7.361538462,2.397435897,6.946153846,2.643589744,6.523076923,2.758974359,5.523076923,3.005128205,4.915384615,3.020512821,3.923076923,2.943589744,2.769230769,2.635897436,2.4,2.582051282,2.176923077,2.466666667,2.407692308,2.358974359,2.746153846,2.328205128,3.707692308,2.005128205,4.992307692,1.88974359,5.5,1.858974359,6.169230769,1.874358974,6.961538462,1.951282051,6.946153846,2.48974359,6.538461538,2.528205128,5.507692308,2.505128205
407,GC,23,B,7.369136293,2.74355457,6.89991154,2.843553288,6.438378995,2.866629915,5.392238561,2.866629915,4.753785208,2.835861079,3.915334419,2.882014333,2.553813413,2.820476661,2.230740632,2.912783169,1.999974359,2.866629915,2.16151075,2.689709106,2.57689004,2.497403879,3.469186292,1.928180408,4.892244971,1.689721927,5.430699606,1.682029718,6.238381559,1.797412854,7.169138857,2.274329816,6.884527121,2.65894027,6.415302368,2.628171434,5.346085307,2.274329816
408,GC,24,B,6.927013808,3.298578004,6.424496065,3.383619468,5.945171449,3.375888426,4.986522216,3.314040088,4.414425094,3.267653835,3.517624199,3.228998624,2.636285389,3.097570907,1.863181169,3.035722569,1.638980946,2.942950063,1.809063874,2.796060261,2.195615984,2.718749839,3.131072089,2.309004603,4.499466558,2.046149168,5.125680976,2.107997505,5.821474774,2.270349392,6.733737753,2.857908598,6.439958149,3.236729666,5.952902491,3.167150286,4.924673879,2.772867134
409,GC,25,B,6.872361322,2.760168875,6.466754251,2.767821839,6.061147179,2.813739621,4.959120419,2.920881111,4.32392444,2.951492966,3.482098443,3.035675565,2.249971301,2.867310366,1.752528667,2.836698511,1.599469395,2.752515912,1.798446448,2.630068494,2.150482774,2.614762567,2.954043954,2.163237714,4.377495185,1.68875397,5.035650055,1.734671752,5.785640489,1.864772133,6.596854632,2.170890677,6.474407214,2.591803676,6.045841252,2.59945664,4.943814492,2.278032168
410,GC,26,B,2.686708426,7.337563542,2.549319927,6.765111463,2.465360289,6.391109438,2.335604484,5.330164917,2.343237178,4.72718206,2.373767956,3.811258733,2.69434112,2.623102639,2.801198842,2.226202531,2.95385273,2.058283254,3.045445062,2.249100614,3.060710451,2.607837251,3.472875948,3.516127883,3.663693308,4.834039782,3.594999059,5.375961083,3.533937503,5.989120866,3.404181699,6.767655694,2.724871898,6.805819166,2.679075732,6.401286363,2.923321952,5.340341843
411,GC,27,B,2.381679389,7.155216285,2.340966921,6.65648855,2.320610687,6.218829517,2.300254453,5.190839695,2.229007634,4.580152672,2.198473282,3.796437659,2.351145038,2.402035623,2.422391858,1.96437659,2.544529262,1.791348601,2.65648855,2.005089059,2.646310433,2.290076336,3.03307888,3.236641221,3.419847328,4.681933842,3.440203562,5.170483461,3.419847328,5.913486005,3.20610687,6.564885496,2.473282443,6.666666667,2.452926209,6.239185751,2.727735369,5.109414758
412,GC,28,B,3.199901541,7.517717404,2.91273089,6.953632196,2.748633375,6.553644503,2.389670061,5.292144857,2.328133493,4.676779176,2.256340831,3.497328287,2.43069444,2.358901777,2.60504805,1.394828877,2.728121186,1.210219173,2.861450417,1.456365445,2.892218701,1.907633611,3.374255151,2.902474796,3.805011128,4.656266987,3.866547696,5.2100961,3.846035507,6.102376337,3.774242844,6.912607817,3.066572311,7.015168764,3.015291837,6.492107935,3.025547932,5.251120478
413,GC,29,B,2.850945786,7.199150869,2.707372977,6.635114833,2.656096973,6.265927609,2.656096973,5.014793127,2.615076171,4.307184281,2.574055368,3.302174615,2.625331371,1.938232926,2.666352174,1.5280249,2.768904181,1.281900084,2.91247699,1.466493696,2.984263395,1.927977726,3.507278629,2.676607375,3.907231455,4.44050189,3.958507458,5.004537926,3.83544505,5.886485184,3.671361839,6.727411639,2.922732191,6.717156438,2.891966589,6.214651605,3.189367408,5.045558729
414,GC,3,B,7.313565917,3.035722569,6.841972343,3.151688202,6.432227107,3.213536539,5.3498812,3.290846961,4.71593574,3.32177113,3.811403803,3.329502172,2.574437051,2.950681105,2.195615984,2.950681105,1.97141576,2.82698443,2.195615984,2.703287755,2.613092262,2.641439417,3.548548368,2.316735645,4.831901373,2.092535421,5.388536411,2.12345959,6.037943955,2.154383759,6.633234204,2.223963138,6.834241301,2.950681105,6.424496065,2.942950063,5.264839735,2.718749839
415,GC,30,B,2.759604353,7.214246587,2.635577191,6.78015152,2.614905998,6.397734437,2.594234804,5.384845948,2.583899207,4.85773051,2.563228014,3.906855601,2.563228014,2.73893316,2.490878836,2.325509287,2.511550029,2.077454963,2.718261966,2.294502496,2.873295918,2.614905998,3.359068969,3.328062179,3.731150455,5.012764462,3.731150455,5.374510351,3.5864521,6.108337726,3.493431728,6.666459955,2.790611144,6.831829504,2.852624725,6.428741228,3.131685839,5.446859529
416,GC,31,B,2.900763359,7.053435115,2.809160305,6.473282443,2.707379135,6.03562341,2.646310433,5.251908397,2.575063613,4.529262087,2.513994911,3.623409669,2.432569975,2.432569975,2.340966921,2.03562341,2.381679389,1.781170483,2.58524173,1.994910941,2.707379135,2.239185751,3.368956743,3.185750636,3.704834606,4.549618321,3.755725191,5.24173028,3.72519084,5.801526718,3.623409669,6.503816794,3.002544529,6.534351145,2.961832061,6.025445293,3.185750636,5.170483461
417,GC,32,B,3.104238813,6.401856437,2.859970841,6.025276646,2.697125526,5.587629863,2.513924547,4.722514128,2.503746714,4.244156016,2.503746714,3.490996435,2.80908168,2.300190071,2.819259512,2.055922099,2.921037834,1.832009791,3.022816155,2.055922099,3.063527484,2.290012239,3.358684617,3.165305806,3.572419093,4.193266855,3.592774757,4.73269196,3.56224126,5.343361891,3.440107274,6.127054968,3.073705316,6.045632311,2.982104827,5.557096366,2.971926994,4.691980632
418,GC,33,B,2.953846154,6.584615385,2.758974359,6.143589744,2.646153846,5.743589744,2.451282051,4.758974359,2.348717949,4.092307692,2.256410256,3.097435897,2.707692308,1.876923077,2.748717949,1.497435897,2.871794872,1.312820513,2.953846154,1.497435897,2.974358974,1.907692308,3.312820513,2.635897436,3.630769231,4.092307692,3.630769231,4.646153846,3.58974359,5.353846154,3.466666667,5.98974359,2.861538462,6.153846154,2.820512821,5.702564103,2.994871795,4.758974359
419,GC,34,B,2.615304144,7.48694912,2.461462724,6.912607817,2.358901777,6.48185184,2.287109115,5.261376573,2.27685302,4.635754797,2.215316452,3.558864855,2.492231008,2.081987221,2.553767576,1.507645919,2.666584618,1.343548404,2.851194322,1.517902013,2.881962606,1.979426274,3.333230772,2.93324308,3.620401424,4.594730419,3.661425802,5.199840005,3.538352666,6.184425095,3.363999056,7.076705332,2.646072429,6.963888291,2.60504805,6.440827462,2.994779648,5.179327816
420,GC,35,B,2.584310568,6.963281254,2.522779364,6.460776421,2.471503361,6.060823595,2.440737759,5.076324331,2.45099296,4.532798696,2.533034565,3.68161704,2.625331371,2.584310568,2.584310568,2.174102542,2.666352174,1.968998528,2.830435385,2.163847341,2.953497793,2.492013762,3.363705819,3.261153813,3.609830635,4.512288294,3.609830635,5.096834732,3.548299431,5.794188378,3.312429816,6.44026602,2.676607375,6.522307625,2.666352174,6.071078796,3.015028997,5.06606913
421,GC,36,B,2.564023671,7.025424859,2.492231008,6.471595746,2.389670061,6.040839769,2.348645683,4.933181543,2.348645683,4.266535389,2.389670061,3.138364973,2.871706512,1.661487339,2.984523553,1.302524025,3.158877163,1.158938699,3.251182015,1.374316688,3.169133257,1.671743434,3.405023435,2.769145565,3.681937992,4.297303673,3.671681897,4.892157164,3.651169708,5.610083792,3.456303909,6.512620125,2.635816334,6.543388409,2.646072429,6.040839769,2.91273089,4.820364502
